ID,Language_ID,Primary_Text,Analyzed_Word,Gloss,Translated_Text,Meta_Language_ID,Comment,Text_ID
454251,aka,Dzidifuɔ e shia wɔ Nkran agropramaso,"dzi-di-fuɔ\\te\\tshia\\twɔ\\tnkran\\tagro-prama-so","take.SBJ-eat-person.NMLZ\\thave\\tmeet\\tLOC\\tAccra\\tgame-area-top.LOC",Believers have met at the Accra sports stadium.,,,
454252,aka,Adɔktafuo akasa etia didikɔda subain.,"adɔkta-fuo\\takasa\\tetia\\tdi-di-kɔ-da\\tsubain","doctor.SBJ-person.NMLZ\\tspeak\\tagainst\\teat-eat-go-sleep\\tcharacter.OBJ",Doctors have spoken against indigestion behaviour,,,
454253,aka,Asodzafuɔ no abrɛ etʊmamintʊasɛm asi ɛwɔ Bawku,"asodza-fuɔ\\tno\\tabrɛ\\tetʊ-ma-mi-ntʊ-asɛm\\tasi\\tɛwɔ\\tbawku","soldiers.SBJ-person.NMLZ\\tDEF\\trelax\\tthrow-give-me-throw-issue\\tbelow\\tat\\tBawku.OBJ",Soldiers have calmed down the violence in Bawku,,,
454254,aka,ɔsɔfo no kasa tia tiasembɛka a eni gyinasuɔ.,"ɔsɔfo\\tnó\\tkasa\\ttia\\tti-asem-bɛ-ka\\ta\\teni\\tgyinasuɔ","pastor\\tDEF\\tspeak\\tagainst\\thear-issue-FUT-say\\tREL\\tNEG\\tbasis",The pastor spoke against unfounded reports.,,,
454255,aka,Abain ehu sɛ esikafuɔ ɛtɔ tʊpayiɛ ɛkɔ Somalia.,"abain\\tehu\\tsɛ\\tesika-fuɔ\\tɛ-tɔ\\ttʊ-payiɛ\\tɛ-kɔ\\tsomalia","government.SBJ\\tsee\\tthat\\tmoney_(men)-NMLZ\\t-buy\\tthrow_(payiɛ)-explode.OBJ\\t-go.ITV\\tSomalia",Government have realised that richmen buy bombs for Somalia,,,
454256,aka,Abain ɛyɛ nyuɔma a ɛbe bua nsrahwɛ ewɔ ɔmain mu.,"abain\\tɛyɛ\\tnyuɔma\\ta\\tɛbe\\tbua\\tnsra-hwɛ\\tewɔ\\tɔmain\\tmu","government.SBJ\\tdo\\tthings\\t\\twill\\thelp\\tvisit-see\\tat.LOC\\tstate\\tinside",Government is doing things to enhance tourism in the country.,,,
454257,aka,Nansei tufɛmpɛgudie ayɛ ɔhaw kɛsiɛ ama abain.,"nansei\\ttu-fɛm-pɛ-gudie\\tayɛ\\tɔhaw\\tkɛsiɛ\\tama\\tabain","recently\\tdig-ground-search-jewellery\\thave\\tproblem\\tbig\\tfor\\tgovernment.OBJ",,,,
454258,aka,Aban ahu sɛ asikafoɔ tɔ topaeɛ kɔ Somalia,"aban\\ta-hu\\tsɛ\\ta-sika-foɔ\\ttɔ\\tto-pae-ɛ\\tkɔ\\tsomalia","government\\tPRF-see\\t\\t-money-people\\tbuy\\tthrow-explode-\\tgo.ITV\\tSomalia",Government has realised that richmen buy bombs for Somalia,,,
453778,aka,Ama tɔɔ ankaa tɔnne.,"ama\\ttɔ-ɔ\\tankaa\\ttɔn-n-e","Ama.SBJ\\tbuy-PAST\\torange.OBJ\\tsell-PAST-AFFMT",Ama bought oranges and sold them.,,,
453779,aka,Me wɔfa de sikan no kɔ afuom.,"me\\twɔfa\\tde\\tsikan\\tno\\tkɔ\\tafuo-m","1SG.GEN\\tuncle.SBJ\\ttake\\tcutlass.OBJ\\tDEF\\tgo.ITV\\tfarm.OBJ-in.LOC",My uncle has gone to the farm with the cutlass.,,,
453780,aka,Ama tɔɔ ankaa kɔe.,"ama\\ttɔ-ɔ\\tankaa\\tkɔ-e","Ama.SBJ\\tbuy-PAST\\torange.OBJ\\tgo-AFFMT",Ama bought oranges and left,,,
453781,aka,Kwame maa asukuufoɔ no sereeε.,"kwame\\tma-a\\tasukuu-foɔ\\tno\\tsere-e-ε","Kofi\\tgive.CAUS-PAST\\tstudents-foɔ.PL\\tDEF\\tlaugh-PAST-AFFMT",Kwame made the students laughed.,,,
453782,aka,Ne kunu maa no sika dii dwa.,"ne\\tkunu\\tma-a\\tno\\tsika\\tdi-i\\tdwa","3SG\\thusband.SBJ\\tgive-PAST\\t3SG.OBJ\\tmoney.OBJ2\\teat-PAST\\tmarket.OBJ",Her husband gave her money to trade.,,,
453783,aka,Kofi bεtɔ dware aku no anoa awe.,"kofi\\tbε-tɔ\\tdware\\ta-ku\\tno\\ta-noa\\ta-we","K..SBJ\\tFUT.H-buy\\tsheep.OBJ\\tCONS-kill\\t3SG.OBJ\\tCONS-boil\\tCONS-chew","Kofi will buy a sheep, kill it,boil it and eat it.",,,
453784,aka,Sikani no asi fie asɛe no.,"sika-ni\\tno\\ta-si\\tfie\\ta-sɛe\\tno","richman.SBJ-\\tDEF\\tPRF-build\\thouse.OBJ\\tPRF-destroy\\t3SG.OBJ",The richman has built a house and has destroyed it.,,,
453785,aka,Papa no tɔnn n'afuo nyaa sika tɔɔ kaa tuu kwane.,"papa\\tno\\ttɔn-n\\tn'-afuo\\tnya-a\\tsika\\ttɔ-ɔ\\tkaa\\ttu-u\\tkwane","man\\tDEF\\tsell-PAST\\t3SG.POSS-farm\\tget-PAST\\tmoney\\tbuy-PAST\\tcar\\tfly-PAST\\troad","The man sold his farm, got money, bought a car and travelled.",,,
453786,aka,Yεεkɔgye yaba yabεdi.,"yε-ε-kɔ-gye\\ty-a-ba\\ty-a-bε-di","1PL.SBJ-PROG-ITV-collect\\t3PL.SBJ-CONS-come\\t1PL.SBJ-CONS-INGR-eat","We are going to collect it, come back and eat it.",,,
453787,aka,Boakye rekɔgye aba abεdi.,"boakye\\tre-kɔ-gye\\ta-ba\\ta-bε-di","Boakye.SBJ\\tPROG-ITV-collect\\tCONS-come\\tCONS-VEN-eat","Boakye is going to collect it, come back and eat it.",,,
453788,aka,Kofi kyee aboa no.,"kofi\\tkye-e\\taboa\\tno","Kofi.SBJ\\tcatch-PAST\\tanimal.OBJ\\tDEF",Kofi  caught the animal.,,,
453789,aka,Ama adi aduane no nyinaa.,"ama\\ta-di\\taduane\\tno\\tnyinaa","A..SBJ\\tPRF-eat\\tfood.OBJ\\tDEF\\tall",Ama has eaten all the food.,,,
453790,aka,Me wɔfa wɔ sika bεberee.,"me\\twɔfa\\twɔ\\tsika\\tbεberee","1SG.1SG\\tuncle.SBJ\\tLOC\\tmoney.OBJ\\tmany",My uncle has a lot of money.,,,
453791,aka,Nkwadaa no hunuu maame no.,"n-kwadaa\\tno\\thunu-u\\tmaame\\tno","PL-children.SBJ\\tDEF\\tsee-PAST\\twoman\\tDEF",The children saw the woman.,,,
453792,aka,Yεhyiaa aboa bi.,"yε-hyia-a\\taboa\\tbi","1PL-meet-PAST\\tanimal\\tINDEF",We met a certain animal.,,,
453793,aka,Me papa maa me sika kεseε bi nnora.,"me\\tpapa\\tma-a\\tme\\tsika\\tkεseε\\tbi\\tnnora","1SG.GEN\\tfather.SBJ\\tgive-PAST\\t1SG.OBJ\\tmoney.OBJ2\\tbig.REDP\\tINDEF\\tyesterday",My father gave me a lot of money yesterday.,,,
453794,aka,Maame no akyε me ankaa.,"maame\\tno\\ta-kyε\\tme\\tankaa","woman.SBJ\\tDEF\\tPRF-give\\t1SG.OBJ\\torange.OBJ",The woman has given me an orange as a gift.,,,
453795,aka,Kofi kumm aboa no a odidi no.,"kofi\\tkum-m\\taboa\\tno\\ta\\to-didi\\tno","K..SBJ\\tkill-PAST\\tanimal\\tDEF\\tREL\\t3SG.SBJ-eat.HAB\\t",Kofi killed the animal that eats a lot.,,,
453796,aka,Akwadaa no a odidi no aba ha.,"akwadaa\\tno\\ta\\to-didi\\tno\\ta-ba\\tha","child.SBJ\\tDEF\\tREL\\t3SG.SBJ-eat.HAB\\t\\tPRF-come\\there.DXS.APPROX",The child who eats a lot has been here.,,,
453797,aka,Yaw agye aboa no.,"yaw\\ta-gye\\taboa\\tno","Yaw.SBJ\\tPRF-collect\\tanimal.OBJ\\tDEF",Yaw has collected the animal.,,,
453798,aka,Yaw gyee no.,"yaw\\tgye-e\\tno","Yaw.SBJ\\tcollect-PAST\\t3SG.OBJ",Yaw  collected it.,,,
453799,aka,Yaw agye.,"yaw\\ta-gye","Y..SBJ\\tPRF-collect",Yaw has collected it.,,,
453800,aka,Yεtwitwaa yεn ho.,"yε-twitwa-a\\tyεn\\tho","1PL.SBJ-cut-PAST\\t3PL\\tside",We cut ourselves.,,,
453801,aka,Osikani no retwitwi ne se.,"o-sikani\\tno\\tre-twitwi\\tne\\tse","PL-richman\\tDEF\\tPROG-brush\\t3SG\\tteeth.OBJ",The richman is brushing his teeth,,,
453802,aka,Amponsa kaa sε ɔawie.,"amponsa\\tka-a\\tsε\\tɔ-a-wie","A..SBJ\\tsay-PAST\\t\\t3SG.SBJ-PRF-finish",Amponsa said that he has finished.,,,
453803,aka,Mesua adeε.,"me-sua\\tadeε","1SG.SBJ-learn.HAB\\tsomething",I  study.,,,
453804,aka,Yεma wɔn awaresɔ.,"yε-ma\\twɔn\\taware-sɔ","1PL.SBJ-give\\t3PL.OBJ\\tmarriage.OBJ2-sticky",We wish them a happy marriage.,,,
453805,aka,εbεyε animguaseε sε wobεsεe awareε.,"ε-bε-yε\\tanimguaseε\\tsε\\two-bε-sεe\\tawareε","3SG.INANIM-FUT.H-be\\tdisgraceful\\t\\t2SG-FUT.H-destroy\\tmarriage",It will be humiliating to commit adultery.,,,
453806,aka,Mate w’afutuo no.,"m-a-te\\tw’-afutuo\\tno","1SG.SBJ-PFV-hear\\t2SG.POSS-advice.OBJ\\tDEF",I have heard your advice.,,,
453807,aka,Monkɔ nkɔkyeakyea.,"mo-n-kɔ\\tn-kɔ-kyea-kyea","2PL.SBJ-IMP-go\\tIMP-ITV-greet.REDP-greet",Go and greet them.,,,
453808,aka,Araba na ɔsoaa nsuo no.,"araba\\tna\\tɔ-soa-a\\tnsuo\\tno","A..SBJ\\tFOC.L\\t3SG.SBJ-carry-PAST\\twater.OBJ\\tDEF",It was Araba who carried the water.,,,
453809,aka,Me ba koro a ɔaka no adidi.,"me\\tba\\tkoro\\ta\\tɔ-a-ka\\tno\\ta-didi","1SG\\tchild\\tone\\tREL\\t3SG.SBJ-PFV-leave\\tDEF\\tPRF-eat",,,,
453810,aka,W’ani gyeeε.,"w’-ani\\tgye-e-ε","2SG.POSS-eye\\tcollect-PAST-AFFMT",You were happy.,,,
453811,aka,Menyaa ahomka dodo.,"me-nya-a\\tahomka\\tdodo","1SG-get-PAST\\tcomfort\\tvery",I had a very good time.,,,
453812,aka,Nkurofoɔ kamfoo yεn dodo.,"n-kurofoɔ\\tkamfo-o\\tyεn\\tdodo","PL-people.SBJ\\tpraise-PAST\\t1PL.OBJ\\tvery",People praised us very much.,,,
453813,aka,Asεm no yε abofu.,"asεm\\tno\\tyε\\ta-bo-fu","matter.SBJ\\tDEF\\tbe\\tNMLZ-chest-grow",The issue is annoying.,,,
453814,aka,Mommra mo anim.,"mo-m-mra\\tmo\\tanim","2PL.SBJ-IMP-come\\t2PL.POSS\\tface",Come forward.,,,
453815,aka,Agyeman ahyia akwanhyia a εso.,"agyeman\\ta-hyia\\takwanhyia\\ta\\tε-so","agyeman.SBJ\\tPRF-meet\\taccident\\tREL\\t3SG.INANIM-big.STAT",A great tradedy has befallen Agyeman.,,,
453816,aka,Ekuman kyerε sε Osei wuu nnora.,"ekuman\\tkyerε\\tsε\\tosei\\twu-u\\tnnora","E..SBJ\\tshow.PRES\\t\\t\\tdie-PAST\\tyesterday",Ekuman means that Osei died yesterday.,,,
453817,aka,Amankwaa kɔe.,"amankwaa\\tkɔ-e","\\tgo-PAST",Amankwaa left.,,,
454627,aka,kwaku rentɔ dae no,"kwaku\\tre-n-tɔ\\tdae\\tno","kwaku.SBJ\\tPROG-NEG-buy\\thouse.DO\\tDEF",kwaku is not buying the house,,,
454628,aka,kwaku rentɔ dae no,"kwaku\\tre-n-tɔ\\tdae\\tno","kwaku.SBJ\\tPROG-NEG-buy\\thouse.DO\\tDEF",Kwaku is not buying the house,,,
454629,aka,yaa bɛ tɔ brodeɛ anoa adi ada,"yaa\\tbɛ́-tɔ\\tbrodeɛ\\ta-noa\\ta-di\\ta-da","Yaa.SBJ\\tFUT.H-buy\\tplantain.DO\\tCONS-cook\\tCONS-eat\\tCONS-sleep","Yaa will buy plantain, cook it, eat it, and sleep.",,,
454630,aka,nkɔ,n-kɔ,NEG.IMP-go.ITV,Don't go.,,,
454631,aka,kwaku antɔ dae no,"kwaku\\ta-n-tɔ\\tdae\\tno","kwaku.SBJ\\tPAST-NEG-buy\\thouse.DO\\tDEF",Kwaku did not buy the house,,,
454632,aka,yaa rentɔ brodeɛ nnoa ndi nda,"yaa\\tre-n-tɔ\\tbrodeɛ\\tn-noa\\tn-di\\tn-da","yaa.SBJ\\tPROG-NEG-buy\\tplantain.DO\\tNEG-cook\\tNEG-eat\\tNEG-sleep","Yaa is not buying food, cooking, eating or sleeping.",,,
454633,aka,ɔrokɔ ahenfie,"ɔ-ro-kɔ\\tahenfie","3SG.SBJ-PROG-go.ITV\\tpalace.LOC",He is going to the palace,,,
454314,aka,ɔsensene ankaa tɔne,"ɔ-sensene\\tankaa\\ttɔne","3SG.SBJ-peel\\torange.OBJ\\tsell",She sells peeled oranges,,,
454315,aka,kofi tɔɔ ankaa firii ankaasensenetɔnfoɔ no hɔ,"kofi\\ttɔ-ɔ\\tankaa\\tfiri-i\\tankaa-sensene-tɔn-foɔ\\tno\\thɔ","SBJ\\tbuy-PAST\\torange.OBJ2\\tfrom-PAST\\torange-peel-sell-PL\\tDEF\\tthere.DXS.DIST",Kofi bought an orange from the peeled orange sellers,,,
454316,aka,Papa no yɛ adwuma de kyɛ abane,"papa\\tno\\tyɛ\\tadwuma\\tde\\tkyɛ\\tabane","man.SBJ\\tDEF\\tdo\\twork.OBJ\\tuse\\tgive\\tgovernment.OBJ",The man works free for the government,,,
454317,aka,yɛadumandekyɛabane maa ɛkɔm kuu papa no.,"yɛ-aduma-de-kyɛ-abane\\tma-a\\tɛkɔm\\tku-u\\tpapa\\tno","do-work-use-give-government\\tCAUS-PAST\\thunger.OBJ\\tkill-PAST\\tman.OBJ\\tDEF",None paid government work made the man die of hunger,,,
454318,aka,Ghanafoɔ wɔ gyedia sɛ nsanom ɛmoa sukuufoɔ,"ghana-foɔ\\twɔ\\tgyedia\\tsɛ\\tnsanom\\tɛ-moa\\tsukuu-foɔ","Ghanaian.TOP-PL\\t3PL\\tbelieve\\tthat\\talcoholism\\tPAST.NEG-help\\tstudent.OBJ-foɔ.PL",Ghanaians believe that alcoholism does not help students,,,
454319,aka,Kofi kɔɔ adɔ,"kofi\\tkɔ-ɔ\\tadɔ","k.SBJ\\tgo-PAST\\tweeding.OBJ",Kofi went weeding,,,
454320,aka,Adɔfoɔ no bɛdɔ ɔkyena,"adɔ-foɔ\\tno\\tbɛ-dɔ\\tɔkyena","labourer.SBJ-PL\\tDEF\\tFUT.H-weed\\ttomorrow",The labourers will go to weed tomorrow,,,
454321,aka,Maame no de ne mfuo ama dɔmayɛnkyɛ,"maame\\tno\\tde\\tne\\tmfuo\\ta-ma\\tdɔ-ma-yɛn-kyɛ","woman.SBJ\\tDEF\\tuse\\tPOSS\\t\\tPRF-give\\tweed.OBJ-let-us-share",The woman gave her farm to others to cultivate in order to share the produce.,,,
454891,aka,kwaku atɔ dáń no,"kwaku\\ta-tɔ\\tdan\\tno","Kwaku\\tPRF-buy\\thouse.OBJ\\tDEF",Kwaku has bought the house,,,
454892,aka,kwaku ntɔɔ dáń no,"kwaku\\tn-tɔ́-ɔ̀\\tdáń\\tno","kwaku\\tNEG-buy-PRF\\thouse.OBJ\\tDEF",kwaku has not bought the house,,,
454893,aka,abɔfra no bisa asɛm,"abɔfra\\tno\\tbisa\\tasɛm","child.SBJ\\tDEF\\task\\tmatter.OBJ",The child ask a question,,,
454894,aka,abɔfra no mbisa asɛm,"abɔfra\\tno\\tm-bisa\\tasɛm","child.SBJ\\tDEF\\tNEG-ask\\tmatter.OBJ",The child is not inquisitive,,,
454895,aka,ɔ̀àǹtɔ́ dáń nó,"ɔ-a-n-tɔ\\tdáń\\tno","3SG.SBJ-PAST-NEG-buy\\thouse.OBJ\\tDEF",He or she did not buy the house,,,
454896,aka,kwaku kutu hɔ,"kwaku\\tkutu\\thɔ","Kwaku\\tkneel\\tthere.DXS.DIST",Kwaku kneels there,,,
454897,aka,kwaku retɔ dáń no,"kwaku\\tre-tɔ\\tdáń\\tno","Kwaku\\tPROG-buy\\thouse.OBJ\\tDEF",Kwaku is buying the house.,,,
454898,aka,kwaku bɛtɔ dáń no,"kwaku\\tbɛ-tɔ́\\tdáń\\tno","Kwaku\\tFUT.H-buy\\thouse.OBJ\\tDEF",Kwaku will buy the house,,,
454899,aka,yaa bɛ tɔ brodeɛ anoa adi ada,"yaa\\tbɛ́-tɔ́\\tbrodeɛ\\ta-noa\\ta-di\\ta-da","yaa\\tFUT.H-buy\\tplantain\\tCONS-cook\\tCONS-eat\\tCONS-sleep","Yaa will buy plantain, cook it, eat it, and sleep.",,,
454900,aka,kɔ,kɔ,go.ITV,Go,,,
454901,aka,Kofi hyiaa no,"kofi\\thyia-a\\tno","kofi.SBJ\\tmet-PAST\\t3SG.OBJ",Kofi met him/her.,,,
454902,aka,Bosome aso,"bosome\\ta-so","month.SBJ\\tbe-Up",The month has ended,,,
454903,aka,bronya yi me tu kwan,"bronya\\tyi\\tme\\ttu\\tkwan","christmas\\tthis.DEF\\t1SG.SBJ\\ttake\\ttravel.OBJ","this christmas, I will travel ",,,
454904,aka,me tu kwan bronya yi,"me\\ttu\\tkwan\\tbronya\\tyi","1SG.SBJ\\ttake\\ttravel.OBJ\\tchristmas\\tthis.DEF",I will travel this christmas,,,
454905,aka,Me tu kwan bronya yi,"me\\ttu\\tkwan\\tbronya\\tyi","me.1SG.SBJ\\ttake\\ttravel\\tchristmas.OBJ\\tthis.DEF",I will travel this christmas,,,
454906,aka,Esi bɛkɔ owura no hɔ,"Esi\\tbɛ́-kɔ́\\towura\\tno\\thɔ","esi.SBJ\\tFUT.H-go.ITV\\tgentleman.OBJ\\tDEF\\tthere.DXS.DIST",Esi will go to the gentleman,,,
454907,aka,Ama fɛre,"àmá\\tfɛ̀ré","ama.SBJ\\tshy",Ama is shy,,,
454908,aka,Odi nokware dabiara,"ò-dí\\tnokware\\tdabiara","s/he.3SG.SBJ-speak\\ttruth.OBJ\\teveryday",S/he is truthful all the time,,,
454909,aka,Mbɔfra no anfa ntɛ no anto ambɔ wɔn,"m-bɔfra\\tno\\ta-n-fa\\tn-tɛ\\tno\\ta-n-to\\ta-m-bɔ\\twɔn","PL-child\\tDEF\\tPAST-NEG-take\\tPL-marble\\tDEF\\tPAST-NEG-throw\\tPAST-NEG-hit\\tthem.3PL.OBJ",The children did not pick marbles and throw them at them.,,,
454910,aka,ɔsa,ɔˋ-sá,s/he.SBJ-dance.HAB,She dances,,,
453877,aka,Dorothee fa Trondheim kɔ ne kurom,"dorothee\\tfa\\ttrondheim\\tkɔ\\tne\\tkurom","SBJ\\tpass\\tOBJ\\tgo.ITV\\ther.POSS.3SG\\ttown.OBJ",Dorothee passes through Trondheim to her hometown,,,
453878,aka,Me fa afuo no mu kɔ sukuu,"me\\tfa\\tafuo\\tno\\tmu\\tkɔ\\tsukuu","I.1SG.SBJ\\tpass\\tfarm.OBJ\\tDEF\\tinside\\tgo.ITV\\tschool.OBJ",I pass through the farm to school,,,
453879,aka,Kwame fa bokiti kɔ sa nsuo dabiara,"kwame\\tfa\\tbokiti\\tkɔ\\tsa\\tnsuo\\tdabiara","Kwame.SBJ\\ttake\\tbucket\\tgo.ITV\\tfetch\\twater.OBJ\\teveryday",Kwame takes a bucket and goes to fetch water everyday,,,
453880,aka,Kɔ tee na fa benkum,"kɔ\\ttee\\tna\\tfa\\tbenkum","go.ITV\\tstraight\\tand\\tpass\\tleft",Go straight and turn left,,,
453881,aka,Fa wo sukuu ataadeɛ no ma me,"fa\\two\\tsukuu\\tataadeɛ\\tno\\tma\\tme","take\\tyour.2SG.POSS\\tschool.OBJ\\tdress.OBJ\\tDEF\\tgive\\t1SG.OBJ",Give your school uniform to me,,,
453882,aka,Fa sekan no fa ɛdan n'-akyi kɔ ma papa no,"fa\\tsekan\\tno\\tfa\\tɛdan\\tn'-akyi\\tkɔ\\tma\\tpápà\\tno","take\\tcutlass\\tDEF\\tpass\\thouse\\t-back\\tgo.ITV\\tgive\\tman\\tDEF",Take the cutlass and pass behind the house and give it to the man!,,,
453883,aka,ɔrèsua adeɛ dɔnhwere beberee akɔtwerɛ  nsɔhwɛ,"ɔ-rè-sua\\tadeɛ\\tdɔnhwere\\tbeberee\\ta-kɔ-twerɛ\\tnsɔhwɛ","3SG.SBJ-PROG-learn\\tthing.OBJ\\thour\\tmany\\tCONS-go.ITV-wirte\\texams.OBJ",He is studying many hours  to write exams,,,
453884,aka,ɔresua adeɛ dɔnhwere beberee de twa ne  nsɔhwɛ,"ɔ-rè-sua\\tadeɛ\\tdɔnhwere\\tbeberee\\tde\\ta-twa\\tne\\tnsɔhwɛ","3SG.SBJ-PROG-learn\\tthing.OBJ\\thour\\tmany\\tuse\\tCONS-pass\\t3SG.OBJ\\texams.OBJ",He is studying for many hours to pass his exams,,,
453885,aka,Osua adeɛ dɔnhwere beberee didi kakra na woada,"o-sua\\tadeɛ\\tdɔnhwere\\tbeberee\\tdi-di\\tkakra\\tna\\two-a-da","3SG.SBJ-learn\\tthing.OBJ\\thour\\tmany\\teat-REDP\\tlittle\\tL\\t2SG.SBJ-PAST-sleep","He studies for many hours, eats a little and you slept",,,
453886,aka,Me pɛ sɛ mekɔ sra no,"me\\tpɛ\\tsɛ\\tme-kɔ\\tsra\\tnò","SBJ.1SG\\twant\\tthat\\t1SG.SBJ-go.ITV\\tvisit\\t3SG.OBJ",I want to visit him,,,
453887,aka,Me repɛ akɔ sra nò,"me\\tre-pɛ\\ta-kɔ\\tsra\\tno","me.SBJ.1SG\\tPROG-want\\tINF-go.ITV\\tvisit\\thim.3SG.OBJ",I want/like to visit him,,,
453888,aka,me rempɛ akɔ sra nò,"me\\tre-m-pɛ\\ta-kɔ\\tsra\\tnò","1SG.SBJ\\tPROG-NEG-want\\tINF-go.ITV\\tvisit\\thim.3SG.OBJ",I do not want to visit him,,,
453889,aka,Na me mpɛ akɔ sra nò,"na\\tme\\tm-pɛ\\ta-kɔ\\tsra\\t","\\t1SG.SBJ\\tNEG-want\\tINF-go.ITV\\tvisit\\thim.3SG.OBJ",I did not want to go and visit him,,,
453890,aka,me mpɛɛ akɔ sra nò,"me\\tm-pɛ-ɛ\\ta-kɔ\\tsra\\tnò","1SG.SBJ\\tNEG-want-PAST\\tINF-go.ITV\\tvisit\\thim.3SG",Intended meaning: I did not want to go and visit him,,,
453891,aka,sɛ ɔbekɔ akɔ sra nò nà me pɛ,"sɛ\\tɔ-bɛ-kɔ\\ta-kɔ\\tsra\\tno\\tnà\\tme\\tpɛ","that\\t3SG-FUT.H-go.ITV\\tINF-go.ITV\\tvisit\\t3SG.OBJ\\tFOC\\t1SG.SBJ\\twant",To go and visit him is what I want,,,
453892,aka,Edɛɛn nà wɔrebɔ mbɔden awie ansa,"edeɛn\\tnà\\twɔ-re-bɔ\\tmbɔden\\ta-wie\\tansa","what\\tFOC\\t3PL.SBJ-PROG-try\\ttry\\tCONS-finish\\tbefore",What are they trying to finish before,,,
453893,aka,Kɔɔ sukuu nà Kwasi faa ne nneɛma,"kɔ-ɔ\\tsukuu\\tnà\\tkwasi\\tfa-a\\tne\\tnneɛma","go.ITV-PAST\\tschool.OBJ\\tFOC\\t\\ttake-PAST\\t3SG.POSS\\tthing",Intended meaning: To school he wanted to take his things,,,
453894,aka,kɔ ara na me mpɛ sɛ mɛkɔ akɔ sra no,"kɔ\\tara\\tná\\tme\\tm-pɛ\\tsɛ\\tm-ɛ-kɔ\\ta-kɔ\\tsra\\tno","go.ITV\\tIRR\\tFOC\\tSBJ.1SG\\tNEG-want\\tthat\\t1SG.SBJ-FUT.H-go.ITV\\tCONS-go.ITV\\tvisit\\t3SG.OBJ",I just don't want to visit him,,,
453895,aka,kɔ na me mpɛ sɛ mɛkɔ akɔ sra no,"kɔ\\tná\\tme\\tm-pɛ\\tsɛ\\tm-ɛ-kɔ\\ta-kɔ\\tsra\\tno","go.ITV\\tFOC\\t1SG.SBJ\\tNEG-like\\tthat\\t1SG.SBJ-FUT.H-go.ITV\\tINF-go.ITV\\tvisit\\t3SG.OBJ",I just don't want to go and visit him,,,
453896,aka,Na sukuu mu na mepɛ sɛ me de kɔ,"ná\\tsukuu\\tmu\\tnà\\tme-pɛ\\tsɛ\\tme\\tde\\tkɔ","FOC\\tschool.OBJ\\tinside\\tand\\t1SG.SBJ-want\\t\\t1SG.SBJ\\tuse\\tgo.ITV",It is school that I wanted to send it,,,
453897,aka,Sukuu mu na na me pɛ sɛ mede kɔ,"sukuu\\tmu\\tnà\\tnà\\tme\\tpɛ\\tsɛ\\tme-de\\tkɔ","school.OBJ\\tinside\\tCONJ\\tCONJ\\t1SG.SBJ\\twant\\tif.COND\\t1SG-use\\tgo.ITV",It is school that I wanted to send it to,,,
453898,aka,mɛgye akɔ sukuu,"m-ɛ-gye\\ta-kɔ\\tsukuu","1SG.SBJ-FUT.H-collect\\tCONS-go.ITV\\tschool.OBJ",I will take it to school,,,
453899,aka,Mɛgye sika de akɔ sukuu,"m-ɛ-gye\\tsika\\tde\\ta-kɔ\\tsukuu","1SG.SBJ-FUT-collect\\tmoney.OBJ\\tuse\\tCONS-go.ITV\\tschool.OBJ",I will collect money and go to school,,,
453900,aka,Sukuu na mɛgye de akɔ,"sukuu\\tná\\tm-ɛ-gye\\tde\\ta-kɔ","school.OBJ\\tFOC\\t1SG.SBJ-FUT-collect\\ttake\\tCONS-go.ITV",It is school that I will collect and take it to,,,
453901,aka,Adepam mu na mansa bɛpɔn ne ho afe yi,"adepam\\tmu\\tná\\tmansa\\tbɛ-pɔn\\tne\\tho\\tafe\\tyi","dressmaking\\tinside\\tFOC\\tmansa\\tFUT.H-close\\t3SG.POSS\\tbody\\tyear\\tDEF",It is dressmaking that Mansa will finish this year,,,
453902,aka,ɔbɛwie sukuu afe yi,"ɔ-bɛ-wie\\tsukuu\\tafe\\tyi","3SG.SBJ-FUT.H-finish\\tschool.OBJ\\tyear\\tDEF",He will finish school this year,,,
453903,aka,Sukuu na ɔbɛwie afe  yi,"sukuu\\tná\\tɔ-bɛ-wie\\tafe\\tyi","school.OBJ\\tFOC\\t3SG.SBJ-FUT.H-finish\\tyear\\tthis.DEF",It is school that he will finish this year,,,
453904,aka,Afe yi na ɔbɛwie sukuu,"afe\\tyi\\tná\\tɔ-bɛ-wie\\tsukuu","year\\tthis.DEF\\tFOC\\t3SG.SBJ-FUT.H-finish\\tschool.OBJ",It is this year that he will finish school,,,
453905,aka,di a na medi,"di\\tara\\tná\\tm-e-di","eat\\t\\tFOC\\t1SG.SBJ-FUT.H-eat",I will eat (no matter what),,,
453906,aka,kɔ ara na mɛkɔ,"kɔ\\tara\\tná\\tm-e-kɔ","go.ITV\\tjust.FOC\\t\\t1SG.SBJ-FUT.H-go.ITV",I just will go (no matter what),,,
453907,aka,yɛ a na mɛyɛ,"yɛ\\ta\\tná\\tm-ɛ-yɛ","do\\tREL\\tFOC\\t1SG.SBJ-FUT.H-do",I will do it (no matter what),,,
453908,aka,di a na mendi,"di\\ta\\tná\\tme-n-di","eat\\tREL\\tFOC\\t1SG.SBJ-NEG-eat",I won't eat (no matter what),,,
453909,aka,kɔ a na menkɔ,"kɔ\\ta\\tná\\tme-n-kɔ","go.ITV\\tREL\\tFOC\\t1SG.SBJ-NEG-go.ITV",I just won't go,,,
